,Property_Name,Property Title,Price,Location,Total_Area(SQFT),Price_per_SQFT,Description,Total_Rooms,Balcony,city,property_type,BHK
13735,"Rupali Enclave, Karala,New Delhi","1 RK Independent House for sale in Karala, New Delhi",2500000.0,"Rupali Enclave, Karala,New Delhi",340,7350.0,"1 RK Independent House for sale in Karala, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Karala which is a promising investment destination in Delhi. This might be your chance to grab the best 1 RK property for sale in Karala. This 1 RK Independent House is available at a reasonable price of Rs 25.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 340 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Dr. Jasvinder Multi Sp...",1,Yes,New Delhi,House,1
13736,"east ram nagar shahdara delhi,Ram Nagar, Shahdara,New Delhi","2 BHK Flat for sale in Shahdara, New Delhi",2200000.0,"east ram nagar shahdara delhi,Ram Nagar, Shahdara,New Delhi",895,2460.0,"2 BHK Apartment for sale in Shahdara, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Shahdara which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Shahdara. The property is on floor 3 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 22.0 L. It is a very spacious property, spread over 480 Square feet. The built-up area is 895 Square feet. This property has provision for 1 bathroom. This property i...",3,No,New Delhi,Flat,2
13737,RWA Lajpat Nagar 4 Colonies,"1 BHK Flat for sale in Lajpat Nagar, New Delhi",5000000.0,"Amar Colony, Lajpat Nagar,New Delhi",500,10000.0,"A 1 BHK Apartment for sale in Lajpat Nagar IV, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Lajpat Nagar IV's most desired properties. Contact now for more information. This 1 BHK unit is on floor 1. There are 4 floors in this property. The price of this Apartment is Rs 50.0 L. Each unit has a built-up area of 500 Square feet. There are 1 bedroom. This residential property is near S S Khalsa Senior Secondary School, Shemrock World, and Saraswati Bal Mandir. It is also close to Apollo Spectra Hospitals, Apollo Cra...",2,No,New Delhi,Flat,1
13738,Shriniketan Kunj,"1 BHK Flat for sale in Sector 17 Rohini, New Delhi",6500000.0,"Block C, Sector 17 Rohini,New Delhi",680,9560.0,"Best 1 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Delhi's top location, Rohini. It is situated on floor 3. The total number of floors in this Apartment is 4. The property price of this unit is Rs 65.0 L. Monthly maintenance costs Rs 200. The built-up area is 680 Square feet. There are 1 bedroom and 2 bathroom. This property enjoys a good view and is North-facing. It is an ideal location for young families with kids, as this property is close to School Of Excellence Rohini Sector 17, Schoo...",2,No,New Delhi,Flat,117
13739,"Burari Garhi, Burari,New Delhi","6 BHK Independent House for sale in Burari, New Delhi",4200000.0,"Burari Garhi, Burari,New Delhi",150,28000.0,"Looking for a 6 BHK Independent House for sale in Delhi? Your search ends here. Buy this 6 BHK property in Delhi's finest location, Burari. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 36.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 150 Square feet. It is spacious for a family and this property has a carpet area of 150 Square feet. This property is North facing. There are 6 bedrooms and 3 bathroom. Servant room is also present. There are a number of reputed school...",1,Yes,New Delhi,House,6
13740,DDA Flat,"1 BHK Flat for sale in Bawana, New Delhi",1800000.0,"Bawana Village, Bawana,New Delhi",300,6000.0,"Check out this 1 BHK Apartment for sale in Bawana, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Bawana is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 4. The property's price is Rs 18.0 L. This property is a modern-day abode, with 300 Square feet built-up area. Educational institutions are closeby with schools such as Arihant Convent School Bawana...",1,No,New Delhi,Flat,1
13741,"Shyam Vihar - II, Deenpur,New Delhi","6 BHK Independent House for sale in Deenpur, New Delhi",7500000.0,"Shyam Vihar - II, Deenpur,New Delhi",972,7720.0,"Looking for a good 6 BHK Independent House in Deenpur, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. This Independent House is available for Rs 75.0 L. This modern unit has a built-up area of 972 Square feet. It is very close to some of city's best hospitals, such as, BG Clinic - Neurologist, Gynaecologist and Physician, Balaji Hospital, and Mata Sumitra Devi Hospital. Established schools, such as Madrasa Suffa Deendarpur, Jamia Suffah Islamia., and MBD Public School are also close-by",3,Yes,New Delhi,House,6
13742,"Roop Nagar, Molarband,New Delhi","1 BHK Independent House for sale in Molarband, New Delhi",4500000.0,"Roop Nagar, Molarband,New Delhi",360,12500.0,"1 BHK Independent House for sale in Molarband, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Molarband which is a promising investment destination in Delhi. This might be your chance to grab the best 1 BHK property for sale in Molarband. The property is on floor 3 and the total number of floors is 3. This 1 BHK Independent House is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 360 Square feet. It enjoys a strategic location with m...",1,Yes,New Delhi,House,1
13743,"Block E, Dilshad Garden,New Delhi","2 BHK Independent House for sale in Dilshad Garden, New Delhi",5200000.0,"Block E, Dilshad Garden,New Delhi",450,11550.0,"Looking for a good 2 BHK Independent House in Dilshad Garden, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Total number of floors is 1. This Independent House is available for Rs 52.0 L. This modern unit has a built-up area of 450 Square feet. There are 2 bedrooms and 1 bathroom. It is very close to some of city's best hospitals, such as, Institute of Human Behaviour and Allied Sciences, Rajiv Gandhi Super Speciality Hospital, and Karuna Hospital- Best Cardiologist/Gastroenterology/Diagnostic/Surgeon/Internal Medicine Delhi. Established sch...",2,No,New Delhi,House,2
13744,"West End Greens, Rangpuri,New Delhi","2 BHK Flat for sale in Rangpuri, New Delhi",2700000.0,"West End Greens, Rangpuri,New Delhi",600,4500.0,"Check out this 2 BHK Apartment for sale in Rangpuri, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Rangpuri is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 27.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 600 Square feet built-up area. Educational institutions a...",2,Yes,New Delhi,Flat,2
13745,"Block C, Subzi Mandi,New Delhi","6 BHK Independent House for sale in Subzi Mandi, New Delhi",5800000.0,"Block C, Subzi Mandi,New Delhi",560,10360.0,"Located in Mukim pura, near ghanta ghar chowk. This is a ground plus 3 floors building ready to move property. It has no car parking. Two wheeler can be parked outside the premises. This house has 24/7 water and almost everything is accessible within a km, be it metro, hospital, schools and groceries shops etc. Ghanta ghar metro station will be the nearest metro station (600mtrs). currently easily accessible to yellow, red line metro. Please feel free to contact to know more  about this property. More About This Property Property for sale in Malka Ganj, Delhi. This 6 BHK Independent House is l...",2,Yes,New Delhi,House,6
13746,DDA RWA East Of Kailash DDA Flats,"1 BHK Flat for sale in East Of Kailash, New Delhi",9000000.0,"Kailash Hills, East Of Kailash,New Delhi",500,18000.0,"Property for sale in East Of Kailash, Delhi. This 1 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 90.0 L. Homebuyers will also need to pay Rs 300 towards maintenance. This Apartment is a spacious unit, with carpet area of 500 Square feet and is ideal for families. The built-up area is 500 Square feet. The property has 1 bedroom and 2 bathroom. This Apartment is strategically located within close distance of famous h...",2,No,New Delhi,Flat,1
13747,"Sector 25 Rohini, New Delhi","2 BHK Independent House for sale in Sector 25 Rohini, New Delhi",6000000.0,"Sector 25 Rohini, New Delhi",279,21500.0,"One of the finest property in Rohini is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 60.0 L. This Independent House is spacious with a built-up area of 279 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Aarohan School Of Music, Abacus & Vedic maths, and Vasudevam School. It is also close to good and reputed hospitals like Dr. Baba Saheb Ambedkar Hospital, ADARSH HOSPITAL, Maternity n Child Health Care Cen...",1,No,New Delhi,House,225
13748,"Badarpur Village, Badarpur,New Delhi","1 BHK Flat for sale in Badarpur, New Delhi",1200000.0,"Badarpur Village, Badarpur,New Delhi",445,2700.0,"Located with in 2.5 kms distance from Badarpu Meto Station. Have all basic amenities near by like market, schools, hospitals, temples. All public transport available. Can negotiate on price. More About This Property Check out this 1 BHK Apartment for sale in Badarpur, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Badarpur is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floo...",2,Yes,New Delhi,Flat,1
13749,"Basai Darapur, Bali Nagar,New Delhi","3 BHK Flat for sale in Bali Nagar, New Delhi",8500000.0,"Basai Darapur, Bali Nagar,New Delhi",1450,5860.0,"Front side Flat with 3 Spacious Rooms and Big Hall with 2 Bathrooms with proper tiles work, Balcony and Terrace with Roof Right
 Completely Modular Kitchen with Cabinets and Chimney
 Lift Available, Covered Parking
 CCTV Surveillance 
Well ventilated and spacious 
Well Maintained  
Nearby to fully developed Market
 Walkable to Shops, ATMs and Medical Stores
 Prime Location with Delhi Airport and Delhi Railways Station are easily accessible. TPDDL Electricity Connection and MCD Water Connection

Walkable Distance 300 mt to Ramesh Nagar Metro Station Opp MCD School More About This Property One o...",3,No,New Delhi,Flat,3
13750,Devli Apartments,"3 BHK Independent House for sale in Sangam Vihar, New Delhi",6000000.0,"Devli, Sangam Vihar,New Delhi",802,7480.0,"3 BHK Independent House for sale in Delhi. This property is in Sangam Vihar, which is a coveted investment location. This tastefully designed 3 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 60.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 802 Square feet. The carpet area is 802 Square feet. It has 2 bathroom and 3 bedrooms. Some of t...",3,Yes,New Delhi,House,3
13751,"Part 1, Mayur Vihar,New Delhi","2 BHK Independent House for sale in Mayur Vihar, New Delhi",4000000.0,"Part 1, Mayur Vihar,New Delhi",1000,4000.0,"Looking for a good 2 BHK Independent House in Mayur Vihar, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 5. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 40.0 L. This modern unit has a built-up area of 1000 Square feet. It is very close to some of city's best hospitals, such as, Max Super Speciality Hospital, Patparganj, Dharamshila Narayana Superspeciality Hospital, and Max Super Speciality Hospital, Vaishali. Established schools, such as St Ele...",3,Yes,New Delhi,House,2
13752,"Building ,Chhatarpur Farms, DLF Farms,New Delhi","2 BHK Flat for sale in DLF Farms, New Delhi",2600000.0,"Building ,Chhatarpur Farms, DLF Farms,New Delhi",668,3890.0,"2 BHK Apartment for sale in DLF FARMS, Delhi. This 2 BHK unit is available in DLF FARMS and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in DLF FARMS. It is on floor 1. The total number of floors is 3. The price of this Apartment is Rs 26.0 L. Residents in this project also pay monthly maintenance charges of Rs 600. It is a good, spacious Apartment unit with carpet area of 668 Square feet. The built-up area is 668 Square feet. There are 2 bedrooms and 2 bat...",2,No,New Delhi,Flat,2
13753,"Khasra845,Sant Nagar, Burari,New Delhi","2 BHK Flat for sale in Burari, New Delhi",3000000.0,"Khasra845,Sant Nagar, Burari,New Delhi",550,5450.0,"2 BHK Apartment for sale in Burari, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Burari which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Burari. The property is on floor 1 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 30.0 L. Residents also need to pay maintenance charges of Rs 500. The built-up area is 550 Square feet. This property has provision for 2 bathroom. It enjoys a strategic lo...",2,No,New Delhi,Flat,2
13754,DDA RWA DDA Flats Lado Sarai,"2 BHK Flat for sale in Lado Sarai, New Delhi",3100000.0,"Lado Sarai, New Delhi",550,5640.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Lado Sarai. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 31.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 450 Square feet. The built-up area is 550 Square feet. There are 2 bedrooms and 1 bathroom. It is an ideal location for young families with kids, as this property is close to F220 classes, Happy Play School, and Aruna Edu...",2,No,New Delhi,Flat,2
13755,"Karampura Industrial Area, Karampura,New Delhi","4 BHK Independent House for sale in Karampura, New Delhi",4800000.0,"Karampura Industrial Area, Karampura,New Delhi",800,6000.0,"A 4 BHK Independent House for sale in Karampura, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Karampura's most desired properties. Contact now for more information. The price of this Independent House is Rs 48.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 800 Square feet. There are 4 bedrooms. There is provision for 2 bathroom. This residential property is near govt. co-ed sr.secy school, near milan cinema karampura, S.B.Mills SR. SEC. School, and S B M Senior Secondary School. It is als...",3,No,New Delhi,House,4
13756,"Khadda Colony, Jaitpur,New Delhi","4 BHK Independent House for sale in Jaitpur, New Delhi",3600000.0,"Khadda Colony, Jaitpur,New Delhi",500,7200.0,"A 4 BHK Independent House for sale in Jaitpur, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Jaitpur's most desired properties. Contact now for more information. The price of this Independent House is Rs 36.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 500 Square feet. There are 4 bedrooms. This residential property is near The Ignited Minds Institute, Real View Public School, and Ideal Public School. It is also close to HEALTH CARE UNIT, Dr.Lal Hospital, and Al-shifa Health Care",2,Yes,New Delhi,House,4
13757,"Madhu Vihar, New Delhi","2 BHK Independent House for sale in Madhu Vihar, New Delhi",3700000.0,"Madhu Vihar, New Delhi",720,5140.0,"Looking for a 2 BHK Independent House for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Madhu Vihar. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 37.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 720 Square feet. It is spacious for a family and this property has a carpet area of 700 Square feet. This property is North facing. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as...",2,Yes,New Delhi,House,2
13758,"Block C, Sector 17 Rohini,New Delhi","1 BHK Independent House for sale in Sector 17 Rohini, New Delhi",2300000.0,"Block C, Sector 17 Rohini,New Delhi",400,5750.0,"1 BHK Independent House for sale in Delhi. This property is in Rohini, which is a coveted investment location. This tastefully designed 1 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 23.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 400 Square feet. The carpet area is 400 Square feet. It has 1 bathroom and 1 bedroom. Some of the very...",2,Yes,New Delhi,House,117
13759,"Gajendra Kumar,Tigri, Sangam Vihar,New Delhi","3 BHK Independent House for sale in Sangam Vihar, New Delhi",4000000.0,"Gajendra Kumar,Tigri, Sangam Vihar,New Delhi",210,19050.0,"22 Gaj House With 3.5 Floor And Storage Room And Their Seprate Washroom And Kitchen More About This Property Property for sale in Sangam Vihar, Delhi. This 3 BHK Independent House is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 40.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 198 Square feet and is ideal for families. The built-up area is 210 Square feet. The property has 3 bedrooms and 3 bathroom. This unit en...",1,No,New Delhi,House,3
13760,"129 nirankari colony,Outram Lines, Mukherjee Nagar,New Delhi","1 BHK Flat for sale in Mukherjee Nagar, New Delhi",6500000.0,"129 nirankari colony,Outram Lines, Mukherjee Nagar,New Delhi",1000,6500.0,"1 BHK Apartment for sale in Mukherjee Nagar, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Mukherjee Nagar which is a promising investment destination in Delhi. This might be your chance to grab the best 1 BHK property for sale in Mukherjee Nagar. The property is on floor 1 and the total number of floors is 1. This 1 BHK Apartment is available at a reasonable price of Rs 65.0 L. It is a very spacious property, spread over 1000 Square feet. The built-up area is 1000 Square feet. This property has provision for 1 ba...",3,Yes,New Delhi,Flat,1
13761,"DDA Janta Flats Garhi,Garhi, East Of Kailash,New Delhi","1 BHK Flat for sale in East Of Kailash, New Delhi",5000000.0,"DDA Janta Flats Garhi,Garhi, East Of Kailash,New Delhi",450,11110.0,"1 BHK Apartment for sale in East Of Kailash, Delhi. This 1 BHK unit is available in East Of Kailash and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in East Of Kailash. The price of this Apartment is Rs 50.0 L. The built-up area is 450 Square feet. There are 1 bedroom and 2 bathroom. This property is at a walking distance from Apollo Spectra Hospitals, Apollo Cradle Royale, and Moolchand Medcity. The city's best schools such as The eARTh School, Government ...",2,No,New Delhi,Flat,1
13762,"Jaunti, New Delhi","4 BHK Independent House for sale in Jaunti, New Delhi",4000000.0,"Jaunti, New Delhi",625,6400.0,"One of the finest property in Jaunti is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 40.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 625 Square feet. There are 4 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Govt. Sr. Sec. School, MCD Primary School, and Sunil tuition center. It is also close to good and reputed hospitals like J...",2,No,New Delhi,House,4
13763,"DDA Janta Flats Garhi,Garhi, East Of Kailash,New Delhi","1 BHK Flat for sale in East Of Kailash, New Delhi",5000000.0,"DDA Janta Flats Garhi,Garhi, East Of Kailash,New Delhi",450,11110.0,"We have 2.5 floors of 50 gaz located at dda flats garhi, near isckon temple available for sale. The asking price 50 lacs is for the complete property. More About This Property 1 BHK Apartment for sale in East Of Kailash, Delhi. This 1 BHK unit is available in East Of Kailash and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in East Of Kailash. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 50.0 L. Residents in this proje...",2,No,New Delhi,Flat,1
13764,A D Infra Height Builders A D Infra Ambedkar Apartment Phase 2,"3 BHK Flat for sale in Chhattarpur, New Delhi",7000000.0,"Dr Ambedkar Colony, Chhattarpur,New Delhi",1350,5180.0,"3 BHK Apartment for sale in Chhatarpur, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Chhatarpur which is a promising investment destination in Delhi. This might be your chance to grab the best 3 BHK property for sale in Chhatarpur. The property is on floor 4 and the total number of floors is 4. This 3 BHK Apartment is available at a reasonable price of Rs 70.0 L. Residents also need to pay maintenance charges of Rs 1000. The built-up area is 1350 Square feet. This property has provision for 2 bathroom. It enjoys ...",3,No,New Delhi,Flat,3
13765,Mittal God Gift Luxury Homes,"2 BHK Flat for sale in Bharat Vihar, New Delhi",1600000.0,"Bharat Vihar, New Delhi",500,3200.0,"Looking for a 2 BHK Apartment for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Kakrola. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 8 floors. This Apartment is available at a reasonable price of Rs 16.0 L. Maintenance charges in this property is Rs 100. The built up area of this property is 500 Square feet. It is spacious for a family and this property has a carpet area of 470 Square feet. There are 2 bedrooms and 1 bathroom. There are a number of reputed schools in the vicinity such as Bal Gopal Scho...",2,No,New Delhi,Flat,2
13766,DDA Flats,"2 BHK Flat for sale in Sector 15 Rohini, New Delhi",5300000.0,"Sector 15B, Sector 15 Rohini,New Delhi",600,8830.0,"2 BHK Apartment for sale in Delhi. This property is in Sector 15 Rohini, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 53.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 600 Square feet. So...",2,No,New Delhi,Flat,215
13767,"Ranjeet Nagar, New Delhi","3 BHK Flat for sale in Ranjeet Nagar, New Delhi",3500000.0,"Ranjeet Nagar, New Delhi",600,5830.0,"One of the finest property in Ranjeet Nagar is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 4 storeyed building. The price of this Apartment is Rs 35.0 L. This Apartment is spacious with a built-up area of 600 Square feet. This property ensures you are a quick distance away from the city's best schools such as Shining Star Play School, LITTLE GLITTER'S PRE SCHOOL, and Sunhill Public School. It is also close to good and reputed hospitals like BLK Super Speciality Hospital, BLK Hospital, and Kalra Hospital",2,Yes,New Delhi,Flat,3
13768, Vilas Nagar CHS,"5 BHK Independent House for sale in Razapur Khurd, New Delhi",1900000.0,"Mohan Garden, Razapur Khurd,New Delhi",900,2110.0,"One of the finest property in Mohan Garden is now available for sale. This is a 5 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 19.0 L. This Independent House is spacious with a built-up area of 900 Square feet. This property ensures you are a quick distance away from the city's best schools such as Gold Field Public School, Sainik Harsh Convent School, and Extramind Institute. It is also close to good and reputed hospitals like Stars Dental Clinic NABH Accredited {on CGHS panel}, Tarak Hospital India Private Limited, and PUHC Moha...",3,No,New Delhi,House,5
13769,"virender,Hari Enclave, Hari Nagar,New Delhi","3 RK Flat for sale in Hari Nagar, New Delhi",6500000.0,"virender,Hari Enclave, Hari Nagar,New Delhi",900,7220.0,"Best 3 RK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 RK property for sale in one of Delhi's top location, Hari Nagar. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 65.0 L. The built-up area is 900 Square feet. It is an ideal location for young families with kids, as this property is close to UNIVERSAL KIDS HOME (The Nursery school), A to Z Training Institute, and MCD School. Healthcare facility is also close at hand with Deen Dayal Upadhyay Hospital, Army...",3,No,New Delhi,Flat,3
13770,RWA Yamuna Vihar Block C5,"1 BHK Flat for sale in Karawal Nagar, New Delhi",3000000.0,"Shiv Vihar, Karawal Nagar,New Delhi",160,18750.0,"1 BHK Apartment for sale in Karawal Nagar, Delhi. This 1 BHK unit is available in Karawal Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Karawal Nagar. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 30.0 L. The built-up area is 160 Square feet. This property is at a walking distance from Aam Aadmi Mohalla Clinic, Government Hospital, and Ganga Medicare Center. The city's best schools such as N.R. Memorial P/S...",1,No,New Delhi,Flat,1
13771,Sunrise Residency,"1 BHK Flat for sale in Khera Khurd, New Delhi",2000000.0,"Khera Khurd, New Delhi",400,5000.0,"Looking for a 1 BHK Apartment for sale in Delhi? Your search ends here. Buy this 1 BHK property in Delhi's finest location, Rohini. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 5 floors. This Apartment is available at a reasonable price of Rs 20.0 L. The built up area of this property is 400 Square feet. It is spacious for a family and this property has a carpet area of 365 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as NORTH M.C.D. PRIMARY CO-ED SCHOOL RAJIV RATAN AWAS YOJNA POCKET-...",2,No,New Delhi,Flat,1
13772,Surbhi Sakshi Housing,"3 BHK Flat for sale in Sector 27 Dwarka, New Delhi",6200000.0,"Sector 27 Dwarka, New Delhi",1550,4000.0,"One of the finest property in Sector 27, Dwarka is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 62.0 L. Other charges when you move into this property include maintenance, which is Rs 4000. This Apartment is spacious with a built-up area of 1550 Square feet. There are 3 bedrooms and 3 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Other facilities include Gym, Garden. This property also enjoys pow...",3,No,New Delhi,Flat,327
13773,Skylark Apartment,"2 BHK Flat for sale in Gazipur, New Delhi",6700000.0,"Ghazipur Village, Gazipur,New Delhi",950,7050.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Gazipur. It is situated on floor 3. The total number of floors in this Apartment is 3. The property price of this unit is Rs 67.0 L. Monthly maintenance costs Rs 700. The built-up area is 950 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to St Eleen School, Shan school, and MCD Primary School Gazipur. Healthcare facility is also close ...",3,No,New Delhi,Flat,2
13774,"Old Delhi, New Delhi","2 BHK Independent House for sale in Old Delhi, New Delhi",2000000.0,"Old Delhi, New Delhi",150,13330.0,"2 BHK Independent House for sale in Old Delhi, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Old Delhi which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Old Delhi. This 2 BHK Independent House is available at a reasonable price of Rs 20.0 L. Residents also need to pay maintenance charges of Rs 1000. It is a very spacious property, spread over 150 Square feet. The built-up area is 150 Square feet. This property has provision for 1 bat...",1,No,New Delhi,House,2
13775,DDA Flats,"1 BHK Flat for sale in Kondli, New Delhi",5000000.0,"Block F, Kondli,New Delhi",450,11110.0,"Property for sale in Kondli, Delhi. This 1 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 0. The total number of floors in this building is 1. This Apartment's price is Rs 50.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Apartment is a spacious unit, with carpet area of 430 Square feet and is ideal for families. The built-up area is 450 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healthcare c...",2,Yes,New Delhi,Flat,1
13776,"Block B, Jhilmil Colony,New Delhi","3 BHK Independent House for sale in Jhilmil Colony, New Delhi",7000000.0,"Block B, Jhilmil Colony,New Delhi",1008,6940.0,"3 BHK Independent House for sale in Jhilmil Colony, Delhi. This 3 BHK unit is available in Jhilmil Colony and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Jhilmil Colony. The price of this Independent House is Rs 75.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 1008 Square feet. There are 3 bedrooms and 2 bathroom. This property is at a walking distance from Yashoda Super Speciality Hospitals Kaushambi,...",3,No,New Delhi,House,3
13777,Ashirwad Apartment,"1 BHK Flat for sale in Kondli, New Delhi",2800000.0,"Kondli, New Delhi",344,8140.000000000001,"Looking for a good 1 BHK Apartment in Kondli, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. This Apartment is available for Rs 28.0 L. This modern unit has a built-up area of 344 Square feet. It is very close to some of city's best hospitals, such as, Max Super Speciality Hospital, Patparganj, Max Super Speciality Hospital, Vaishali, and Dharamshila Narayana Superspeciality Hospital. Established schools, such as Father Agnel School, St Eleen School, and Vanasthali Public School are als...",1,No,New Delhi,Flat,1
